accession,domain,family,genome_type,host,isolate,order,size,subfamily,subgenome_type,topology,virus
NC_010342,Viruses,Myoviridae,Caudovirales,Halomonas aquamarina,,,39245,,Hapunavirus,linear,Halomonas virus HAP1
NC_010326,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa PAO1,,,43548,,unclassified Phikmvvirus,linear,Pseudomonas phage LUZ19
NC_010325,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,45625,,Bruynoghevirus,linear,Pseudomonas virus LUZ24
NC_010324,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,77554,,Kuravirus,linear,Escherichia virus phiEco32
NC_008296,Viruses,Myoviridae,Caudovirales,Synechococcus sp. WH 8012,,,177300,,,circular,Synechococcus phage syn9
NC_010147,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43011,,Phietavirus,linear,Staphylococcus virus phiMR11
NC_010116,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,58663,,Yuavirus,circular,Pseudomonas virus Yua
NC_010105,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,170523,,Dhakavirus,linear,Escherichia phage JS98
NC_010106,Viruses,Myoviridae,Caudovirales,Escherichia coli,,,52975,,,linear,Enterobacteria phage phiEcoM-GJ1
NC_009990,Viruses,Podoviridae,Caudovirales,Thalassomonas loyana LMG 22536,,,37313,,,linear,Thalassomonas phage BA3
NC_009987,Viruses,,Inoviridae,Spiroplasma kunkelii,,,7870,,Vespertiliovirus,circular,Spiroplasma virus SkV1CR23x
NC_009542,Viruses,Myoviridae,Caudovirales,Aeromonas media,,,33985,,Hpunavirus,linear,Aeromonas virus phiO18P
NC_009936,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,41593,,Phikmvvirus,linear,Pseudomonas phage LKA1
NC_009935,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,43200,,unclassified Phikmvvirus,linear,Pseudomonas phage LKD16
NC_009818,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa UCBPP-PA14,,,36409,,Casadabanvirus,linear,Pseudomonas virus MP22
NC_009815,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,38124,,,linear,Listeria phage A006
NC_009814,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,35822,,,linear,Listeria phage P35
NC_009813,Viruses,Myoviridae,Caudovirales,Listeria monocytogenes,,,48172,,,linear,Listeria phage B054
NC_009812,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,42653,,unclassified Psavirus,linear,Listeria phage B025
NC_009810,Viruses,Siphoviridae,Caudovirales,Listeria monocytogenes,,,38867,,,linear,Listeria phage A500
NC_009821,Viruses,Myoviridae,Caudovirales,Escherichia coli K-12 (F+),,,164270,,Krischvirus,linear,Enterobacteria phage Phi1
NC_009820,Viruses,Siphoviridae,Caudovirales,Mycobacterium smegmatis,,,58692,,Cheoctovirus,linear,Mycobacterium phage Tweety
NC_009819,Viruses,Siphoviridae,Caudovirales,Streptococcus equi,,,40539,,,linear,Streptococcus phage P9
NC_009816,Viruses,Siphoviridae,Caudovirales,Corynebacterium glutamicum,,,70579,,Corynebacterium virus P1201,linear,Corynebacterium phage P1201
NC_009804,Viruses,Siphoviridae,Caudovirales,Thermus thermophilus,,,83319,,Oshimavirus,linear,Thermus virus P74-26
NC_009803,Viruses,Siphoviridae,Caudovirales,Thermus thermophilus,,,84201,,Oshimavirus,linear,Thermus virus P23-45
NC_009760,Viruses,Myoviridae,Caudovirales,Bacillus thuringiensis,,,218948,,,linear,Bacillus phage 0305phi8-36
NC_005131,Viruses,unclassified Inoviridae,Inoviridae,Ralstonia pickettii,,,7118,,,linear,Ralstonia phage p12J
NC_007804,Viruses,Podoviridae,Caudovirales,Escherichia coli O157:H7,,,39104,,Uetakevirus,linear,Escherichia phage phiV10
NC_009643,Viruses,Podoviridae,Caudovirales,Actinomyces naeslundii,,,17171,,Picovirinae,linear,Actinomyces virus Av1
NC_009604,Viruses,Myoviridae,Caudovirales,Burkholderia cenocepacia HI2424,,,47382,,Vidavervirus,linear,Burkholderia virus BcepNY3
NC_009603,Viruses,Siphoviridae,Caudovirales,Microbacterium nematophilum,,,46365,,Microbacterium virus Min1,linear,Microbacterium phage Min1
NC_009554,Viruses,Siphoviridae,Caudovirales,Lactobacillus delbrueckii subsp. lactis strains LKT and ATCC 15808,,,34659,,,circular,Lactobacillus phage LL-H
NC_009551,Viruses,Podoviridae,Caudovirales,Leptolyngbya foveolarum,,,43249,,,linear,Phormidium virus WMP3
NC_009235,Viruses,Siphoviridae,Caudovirales,Burkholderia pseudomallei,,,48674,,Stanholtvirus,linear,Burkholderia virus phi6442
NC_009540,Viruses,Siphoviridae,Caudovirales,Escherichia coli B,,,49902,,Tlsvirus,linear,Escherichia virus TLS
NC_009541,Viruses,Siphoviridae,Caudovirales,Propionibacterium acnes,PA6,,29739,,Pahexavirus,linear,Propionibacterium phage PA6
NC_009531,Viruses,Podoviridae,Caudovirales,Synechococcus sp. WH 8109,,,46214,,Autographivirinae,linear,Synechococcus virus Syn5
NC_009526,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus RN10359,,,43864,,Phietavirus,linear,Staphylococcus virus 80alpha
NC_009514,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,47021,,,circular,Enterobacteria phage cdtI
NC_009447,Viruses,Siphoviridae,Caudovirales,Burkholderia cepacia,,,52414,,,linear,Burkholderia phage BcepGomr
NC_009382,Viruses,Myoviridae,Caudovirales,Ralstonia solanacearum,,,38760,,Peduovirus,linear,Ralstonia virus RSA1
NC_009237,Viruses,Myoviridae,Caudovirales,Burkholderia thailandensis,,,37446,,Bcepmuvirus,linear,Burkholderia virus phiE255
NC_009234,Viruses,Myoviridae,Caudovirales,Burkholderia thailandensis,,,35741,,Peduovirus,linear,Burkholderia virus phiE202
NC_009236,Viruses,Myoviridae,Caudovirales,Burkholderia pseudomallei,,,36690,,Peduovirus,linear,Burkholderia virus phiE122
NC_009231,Viruses,Myoviridae,Caudovirales,Clostridium difficile,,,56538,,Lubbockvirus,linear,Clostridium virus phiC2
NC_009018,Viruses,Siphoviridae,Caudovirales,Streptococcus dysgalactiae subsp. equisimilis NS3396,,,38528,,,linear,Streptococcus phage phi3396
NC_009015,Viruses,Myoviridae,Caudovirales,Burkholderia ambifaria,,,72415,,Pbunavirus,linear,Burkholderia virus BcepF1
NC_009016,Viruses,Myoviridae,Caudovirales,Vibrio parahaemolyticus,,,38197,,Hapunavirus,linear,Vibrio virus VP882
NC_009014,Viruses,Podoviridae,Caudovirales,Erwinia amylovora NCPPB 595,,,45445,,Zindervirus,linear,Erwinia amylovora phage Era103
NC_008376,Viruses,Myoviridae,Caudovirales,Geobacillus sp. 6k51,,,34683,,Svunavirus,linear,Geobacillus phage GBSV1
NC_008799,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43282,,Phietavirus,circular,Staphylococcus virus phiETA3
NC_008798,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43265,,Phietavirus,circular,Staphylococcus virus phiETA2
NC_008723,Viruses,Siphoviridae,Caudovirales,Staphylococcus epidermidis,,,44041,,Phietavirus,linear,Staphylococcus virus PH15
NC_008722,Viruses,Siphoviridae,Caudovirales,Staphylococcus epidermidis,,,43420,,Phietavirus,linear,Staphylococcus virus CNPH82
NC_008717,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,36415,,Casadabanvirus,linear,Pseudomonas virus DMS3
NC_008720,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,70153,,Enquatrovirus,linear,Escherichia virus N4
NC_008694,Viruses,Podoviridae,Caudovirales,Yersinia pestis,,,38564,,Teseptimavirus,linear,Yersinia phage Berlin
NC_008689,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,44857,,Biseptimavirus,linear,Staphylococcus virus 108PVL
NC_008575,Viruses,,Inoviridae,Ralstonia solanacearum,,,6662,,,circular,Ralstonia phage RSS1
NC_007145,Viruses,Myoviridae,Caudovirales,Burkholderia pseudomallei,,,37639,,Peduovirus,linear,Burkholderia virus phi52237
NC_008464,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,60238,,unclassified Traversvirus,circular,Stx2-converting phage 86
NC_008371,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,27453,,Skunavirus,linear,Lactococcus virus jj50
NC_008370,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,30510,,Skunavirus,linear,Lactococcus virus 712
NC_008367,Viruses,Podoviridae,Caudovirales,Phormidium,,,40938,,,linear,Phormidium virus WMP4
NC_008364,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis,,,26537,,,linear,Lactococcus phage Q54
NC_008363,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis subsp. lactis Il1403,,,28538,,Skunavirus,linear,Lactococcus virus P008
NC_008294,Viruses,Leviviridae,Riboviria,Pseudomonas,,,3573,,Levivirus,linear,Pseudomonas phage PRR1
NC_008265,Viruses,Siphoviridae,Caudovirales,Clostridium perfringens SM101,,,38092,,,circular,Clostridium phage phiSM101
NC_008198,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,64494,,Pbi1virus,linear,Mycobacterium phage PBI1
NC_008200,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,64787,,Plotvirus,linear,Mycobacterium phage PLot
NC_008205,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,56692,,Cheoctovirus,linear,Mycobacterium virus PMC
NC_008199,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,69059,,Pipefishvirus,linear,Mycobacterium phage Pipefish
NC_008204,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,67188,,Rosebushvirus,linear,Mycobacterium phage Qyrzula
NC_008207,Viruses,Myoviridae,Caudovirales,Mycobacterium,,,153766,,Bixzunavirus,linear,Mycobacterium phage Catera
NC_008203,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,52047,,Fromanvirus,linear,Mycobacterium virus Che12
NC_008195,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,70654,,Coopervirus,linear,Mycobacterium phage Cooper
NC_008196,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,56852,,Cheoctovirus,linear,Mycobacterium virus Llij
NC_008197,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,68427,,Pegunavirus,linear,Mycobacterium phage Orion
NC_008193,Viruses,Myoviridae,Caudovirales,Pasteurella multocida,,,30505,,Hpunavirus,linear,Pasteurella virus F108
NC_008194,Viruses,Siphoviridae,Caudovirales,Mycobacterium,,,74483,,Kostyavirus,linear,Mycobacterium virus 244
NC_008208,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,161475,,Tulanevirus,linear,Aeromonas virus 25
NC_008201,Viruses,Myoviridae,Caudovirales,Mannheimia haemolytica,,,34525,,Peduovirus,linear,Mannheimia virus PHL101
NC_008152,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,44385,,Zindervirus,linear,Escherichia virus K1-5
NC_007967,Viruses,Siphoviridae,Caudovirales,Streptomyces aureofaciens,,,38194,,,linear,Streptomyces phage mu1/6
NC_005083,Viruses,Myoviridae,Caudovirales,Vibrio parahaemolyticus,,,244834,,Schizotequatrovirus,linear,Vibrio phage KVP40
NC_005091,Viruses,Myoviridae,Caudovirales,Burkholderia cepacia,,,57455,,Burkholderia virus BcepNazgul,linear,Burkholderia phage BcepNazgul
NC_007917,Viruses,Myoviridae,Caudovirales,Clostridium difficile,,,53325,,Lubbockvirus,linear,Clostridium virus phiCD119
NC_007924,Viruses,Myoviridae,Caudovirales,Lactobacillus gasseri,,,38239,,,circular,Lactobacillus phage KC5a
NC_007821,Viruses,,Microviridae,Escherichia coli,,,6068,,unclassified Alphatrevirus,circular,Enterobacteria phage WA13 sensu lato
NC_007817,Viruses,,Microviridae,Escherichia coli,,,5486,,Gequatrovirus,circular,Enterobacteria phage ID2 Moscow/ID/2001
NC_007856,Viruses,,Microviridae,Escherichia coli,,,5486,,Gequatrovirus,circular,Enterobacteria phage ID18 sensu lato
NC_007902,Viruses,Podoviridae,Caudovirales,Sodalis glossinidius str. 'morsitans',,,52162,,,circular,Sodalis phage phiSG1
NC_007810,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,66015,,Pbunavirus,linear,Pseudomonas phage F8
NC_007809,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,59446,,Yuavirus,linear,Pseudomonas virus M6
NC_007808,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,49639,,,linear,Pseudomonas phage PA11
NC_007807,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,43365,,,linear,Pseudomonas virus 119X
NC_007806,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,42999,,Septimatrevirus,linear,Pseudomonas phage 73
NC_007805,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa,,,39199,,,linear,Pseudomonas phage F10
NC_007814,Viruses,Siphoviridae,Caudovirales,Bacillus anthracis,,,37974,,unclassified Wbetavirus,linear,Bacillus phage Fah
NC_007734,Viruses,Siphoviridae,Caudovirales,Bacillus anthracis,,,40867,,Wbetavirus,linear,Bacillus virus Wbeta
NC_007637,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,45251,,Zindervirus,linear,Escherichia virus K1E
NC_007623,Viruses,Myoviridae,Caudovirales,Pseudomonas aeruginosa,,,211215,,Elvirus,circular,Pseudomonas phage EL
NC_007603,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,46219,,Rtpvirus,linear,Escherichia virus Rtp
NC_007581,Viruses,Siphoviridae,Caudovirales,Clostridium botulinum type C strain C-Stockholm,,,185683,,,linear,Clostridium phage c-st
NC_007501,Viruses,Siphoviridae,Caudovirales,Lactobacillus rhamnosus,,,36466,,,linear,Lactobacillus phage Lc-Nu
NC_007497,Viruses,Siphoviridae,Caudovirales,Burkholderia cepacia,,,44856,,unclassified Stanholtvirus,linear,Burkholderia phage Bcep176
NC_007456,Viruses,Podoviridae,Caudovirales,Escherichia coli,,,39704,,Teseptimavirus,linear,Enterobacteria phage K1F
NC_007458,Viruses,Siphoviridae,Caudovirales,Bacillus cereus,51,,37253,,unclassified Wbetavirus,linear,Bacillus phage Gamma
NC_006356,Viruses,Siphoviridae,Caudovirales,Flavobacterium sp.,,,36012,,,linear,Flavobacterium phage 11b
NC_007291,Viruses,Siphoviridae,Caudovirales,Escherichia coli O157:H7,,,46072,,Rogunavirus,circular,Escherichia virus KP26
NC_007189,Viruses,,Inoviridae,Stenotrophomonas maltophilia,,,6907,,,circular,Stenotrophomonas phage SMA9
NC_007149,Viruses,Podoviridae,Caudovirales,Vibrio,,,39503,,Teseptimavirus,linear,Vibriophage VP4
NC_007064,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42431,,Phietavirus,linear,Staphylococcus virus 92
NC_007063,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43231,,Phietavirus,linear,Staphylococcus virus 88
NC_007062,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,41690,,Phietavirus,linear,Staphylococcus virus 52a
NC_007061,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42802,,Phietavirus,linear,Staphylococcus virus 29
NC_007059,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43114,,Phietavirus,linear,Staphylococcus virus 71
NC_007058,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43155,,unclassified Phietavirus,linear,Staphylococcus phage ROSA
NC_007057,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43576,,Phietavirus,linear,Staphylococcus virus 96
NC_007056,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,45286,,Phietavirus,linear,Staphylococcus virus EW
NC_007054,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,44777,,Triavirus,linear,Staphylococcus virus 47
NC_007052,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,45861,,Triavirus,linear,Staphylococcus virus 42e
NC_007051,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,41318,,,linear,Staphylococcus phage 2638A
NC_007049,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43883,,Phietavirus,linear,Staphylococcus virus 53
NC_007048,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42732,,Phietavirus,linear,Staphylococcus virus 69
NC_007046,Viruses,Podoviridae,Caudovirales,Staphylococcus aureus,,,18199,,unclassified Rosenblumvirus,linear,Staphylococcus phage 66
NC_007045,Viruses,,unclassified DNA viruses,Staphylococcus aureus,,,15603,,unclassified dsDNA phages,linear,Staphylococcus phage PT1028
NC_007050,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,44283,,Phietavirus,linear,Staphylococcus virus 85
NC_007065,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,43440,,Phietavirus,linear,Staphylococcus virus X2
NC_007024,Viruses,Siphoviridae,Caudovirales,Xanthomonas campestris pv. pelargonii,,,55770,,,linear,Xanthomonas phage Xp15
NC_007022,Viruses,Myoviridae,Caudovirales,Aeromonas salmonicida,,,172963,,unclassified Biquartavirus,linear,Aeromonas virus 31
NC_007019,Viruses,Siphoviridae,Caudovirales,Streptococcus thermophilus,,,34704,,Brussowvirus,linear,Streptococcus virus 2972
NC_007023,Viruses,Myoviridae,Caudovirales,Enterobacteriaceae,,,180500,,Tevenvirinae,linear,Escherichia virus RB43
NC_006953,Viruses,Siphoviridae,Caudovirales,Listonella pelagia,,,37966,,,linear,Listonella phage phiHSIC
NC_006949,Viruses,Siphoviridae,Caudovirales,Salmonella typhimurium,,,46900,,,linear,Enterobacteria phage ES18
NC_006945,Viruses,,Tectiviridae,Bacillus thuringiensis,,,14844,,Betatectivirus,linear,Bacillus phage GIL16c
NC_006938,Viruses,Siphoviridae,Caudovirales,alpha proteobacterium JL001,,,63649,,Yuavirus,linear,Alphaproteobacteria virus phiJl001
NC_006936,Viruses,Siphoviridae,Caudovirales,Lactobacillus plantarum,,,36674,,Coetzeevirus,linear,Lactobacillus virus phiJL1
NC_006820,Viruses,Myoviridae,Caudovirales,Synechococcus sp. SynWH7803,,,196280,,,circular,Synechococcus phage S-PM2
NC_003287,Viruses,,Inoviridae,Escherichia coli,,,6407,,Inovirus,circular,Escherichia virus M13
NC_006557,Viruses,Siphoviridae,Caudovirales,Bacillus clarkii,,,41092,,,linear,Bacillus phage BCJA1c
NC_006552,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,65195,,Hollowayvirus,linear,Pseudomonas virus F116
NC_006548,Viruses,Siphoviridae,Caudovirales,Pseudomonas aeruginosa PAO1 (ATCC 15692),,,38439,,Pseudomonas virus B3,linear,Pseudomonas phage B3
NC_005345,Viruses,Siphoviridae,Caudovirales,Streptomyces venezuelae,,,49220,,,linear,Streptomyces phage VWB
NC_006294,Viruses,,Inoviridae,Vibrio cholerae,,,7107,,,circular,Vibrio phage KSF1
NC_002371,Viruses,Podoviridae,Caudovirales,Salmonella enterica serovar typhimurium,,,41724,,Lederbergvirus,circular,Salmonella virus P22
NC_005948,Viruses,,Inoviridae,Vibrio parahaemolyticus,,,7965,,,circular,Vibrio virus Vf33
NC_005885,Viruses,Siphoviridae,Caudovirales,Actinoplanes sp. SN223/29,,,58638,,,linear,Actinoplanes phage phiAsp2
NC_005893,Viruses,Siphoviridae,Caudovirales,Lactobacillus casei,,,39166,,,linear,Lactobacillus phage phiAT3
NC_005887,Viruses,Podoviridae,Caudovirales,Burkholderia cepacia,,,42415,,Rauchvirus,linear,Burkholderia virus BcepC6B
NC_005884,Viruses,Podoviridae,Caudovirales,Pseudomonas aeruginosa,,,43783,,,linear,Pseudomonas phage PaP2
NC_005891,Viruses,Podoviridae,Caudovirales,Vibrio cholerae,,,39786,,Enhodamvirus,circular,Vibrio phage VP5
NC_005879,Viruses,Podoviridae,Caudovirales,Vibrio cholerae,,,39853,,Enhodamvirus,linear,Vibrio phage VP2
NC_005342,Viruses,Myoviridae,Caudovirales,Burkholderia cepacia,,,48024,,Vidavervirus,linear,Burkholderia virus Bcep43
NC_004333,Viruses,Myoviridae,Caudovirales,Burkholderia cepacia,,,48247,,Vidavervirus,linear,Burkholderia virus Bcep781
NC_005263,Viruses,Myoviridae,Caudovirales,Burkholderia cenocepacia,,,48177,,Vidavervirus,linear,Burkholderia virus Bcep1
NC_002661,Viruses,Siphoviridae,Caudovirales,Staphylococcus aureus,,,42942,,Triavirus,linear,Staphylococcus virus phiSLT
NC_005857,Viruses,Siphoviridae,Caudovirales,Klebsiella oxytoca,,,51601,,,linear,Klebsiella phage phiKO2
NC_005859,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,121750,,Tequintavirus,linear,Escherichia virus T5
NC_005856,Viruses,Myoviridae,Caudovirales,Escherichia coli,mod749::IS5 c1.100 mutant,,94800,,Punavirus,linear,Escherichia virus P1
NC_005841,Viruses,Podoviridae,Caudovirales,Salmonella typhimurium DT104,,,41391,,Lederbergvirus,linear,Enterobacteria phage ST104
NC_005833,Viruses,Siphoviridae,Caudovirales,Escherichia coli,,,48836,,Tunavirus,linear,Escherichia virus T1
NC_005822,Viruses,Siphoviridae,Caudovirales,Lactococcus lactis subsp. cremoris,,,32172,,,linear,Lactococcus phage phiLC3
NC_001270,Viruses,,Inoviridae,Spiroplasma,,,6825,,,circular,Spiroplasma phage SVTS2
NC_005357,Viruses,Podoviridae,Caudovirales,Bordetella bronchiseptica,,,42493,,Rauchvirus,linear,Bordetella virus BPP1
NC_005354,Viruses,Siphoviridae,Caudovirales,Lactobacillus johnsonii,,,38384,,,linear,Lactobacillus prophage Lj928
NC_005355,Viruses,Siphoviridae,Caudovirales,Lactobacillus johnsonii,,,40190,,,linear,Lactobacillus prophage Lj965
NC_005340,Viruses,Myoviridae,Caudovirales,Salmonella,,,30636,,Peduovirus,linear,Salmonella virus PsP3
NC_005344,Viruses,Podoviridae,Caudovirales,Shigella flexneri,,,39043,,Lederbergvirus,circular,Shigella virus Sf6
NC_004664,Viruses,Siphoviridae,Caudovirales,Streptomyces lividans,,,41831,,Lomovskayavirus,linear,Streptomyces virus phiBT1
NC_005294,Viruses,Myoviridae,Caudovirales,Streptococcus pneumoniae,,,42935,,,linear,Streptococcus phage EJ-1
NC_005282,Viruses,Myoviridae,Caudovirales,Salmonella,Felix O1-VT1,,86155,,Felixounavirus,linear,Salmonella phage FelixO1
NC_005258,Viruses,,Tectiviridae,Bacillus thuringiensis,,,14935,,Betatectivirus,linear,Bacillus phage Bam35c
