Genus_species,Domain,Phylum,Class,Order,Family,Genus
Streptomyces_lydicus,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_malaysiensis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_nigra,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_niveus,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_noursei,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_olivaceus,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_olivoreticuli,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_pactum,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_parvulus,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_peucetius,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_pluripotens,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_pratensis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_pristinaespiralis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_puniciscabiei,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_reticuli,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_rubrolavendulae,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_sampsonii,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_scabiei,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_sp,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_spongiicola,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_venezuelae,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_vietnamensis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_violaceoruber,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_violaceusniger,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_xiamenensis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptomyces_xinghaiensis,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
Streptosporangium_roseum,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Streptosporangiaceae,Streptosporangium
Sulfitobacter_donghicola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Sulfitobacter_pseudonitzschiae,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Sulfitobacter_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Sulfodiicoccus_acidiphilus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfodiicoccus
Sulfolobus_acidocaldarius,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Sulfolobus_islandicus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Sulfolobus_solfataricus,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Saccharolobus
Sulfolobus_sp,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfolobus
Sulfolobus_tokodaii,Archaea,Crenarchaeota,Thermoprotei,Sulfolobales,Sulfolobaceae,Sulfurisphaera
Sulfuricaulis_limicola,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfuricaulis
Sulfuricella_denitrificans,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuricella
Sulfuricurvum_kujiense,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum
Sulfuriferula_sp,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Gallionellaceae,Sulfuriferula
Sulfuriflexus_mobilis,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Sulfuriflexus
Sulfurifustis_variabilis,Bacteria,Proteobacteria,Gammaproteobacteria,Acidiferrobacterales,Acidiferrobacteraceae,Sulfurifustis
Sulfurihydrogenibium_azorense,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium
Sulfurihydrogenibium_sp,Bacteria,Aquificae,Aquificae,Aquificales,Hydrogenothermaceae,Sulfurihydrogenibium
Sulfurimonas_autotrophica,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
Sulfurimonas_denitrificans,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
Sulfuritalea_hydrogenivorans,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Sterolibacteriaceae,Sulfuritalea
Sulfuritortus_calidifontis,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Sulfuritortus
Sulfurivermis_fontis,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Thioalkalispiraceae,Sulfurivermis
Sulfurospirillum_barnesii,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurospirillum_cavolei,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurospirillum_deleyianum,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurospirillum_halorespirans,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurospirillum_multivorans,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurospirillum_sp,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum
Sulfurovum_lithotrophicum,Bacteria,Proteobacteria,Epsilonproteobacteria,NA,NA,Sulfurovum
Sulfurovum_sp,Bacteria,Proteobacteria,Epsilonproteobacteria,NA,NA,Sulfurovum
Sutterella_megalosphaeroides,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella
Symbiobacterium_thermophilum,Bacteria,Firmicutes,Clostridia,Clostridiales,Symbiobacteriaceae,Symbiobacterium
Synechococcus_elongatus,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus_lividus,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus_sp,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus
Synechococcus_WH,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus
Synechocystis_sp,Bacteria,Cyanobacteria,Cyanobacteria,Synechococcales,Merismopediaceae,Synechocystis
Syntrophobacter_fumaroxidans,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter
Syntrophobotulus_glycolicus,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Syntrophobotulus
Syntrophomonas_wolfei,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophomonas
Syntrophothermus_lipocalidus,Bacteria,Firmicutes,Clostridia,Clostridiales,Syntrophomonadaceae,Syntrophothermus
Syntrophus_aciditrophicus,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus
Tabrizicola_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola
Tamlana_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tamlana
Tannerella_forsythia,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
Tannerella_sp,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella
Tateyamaria_omphalii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria
Tatlockia_micdadei,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia
Tatumella_citrea,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella
Tatumella_ptyseos,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella
Taylorella_asinigenitalis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella
Taylorella_equigenitalis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Taylorella
Tenacibaculum_dicentrarchi,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Tenacibaculum_jejuense,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Tenacibaculum_maritimum,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Tenacibaculum_sp,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum
Tenericutes_bacterium,Bacteria,Tenericutes,NA,NA,NA,NA
Tepidanaerobacter_acetatoxydans,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Tepidanaerobacter
Teredinibacter_turnerae,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter
Terribacillus_goriensis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Terribacillus
Terriglobus_roseus,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus
Terriglobus_saanensis,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Terriglobus
Tessaracoccus_flavescens,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessarococcus
Tessaracoccus_flavus,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessarococcus
Tessaracoccus_sp,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessarococcus
Tetragenococcus_halophilus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
Tetragenococcus_koreensis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
Tetragenococcus_osmophilus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Tetragenococcus
Thalassococcus_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Thalassococcus
Thalassolituus_oleivorans,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Thalassolituus
Thalassospira_sp,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira
Thalassospira_xiamenensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Thalassospira
Thalassotalea_crassostreae,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Thalassotalea
Thauera_aromatica,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
Thauera_chlorobenzoica,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
Thauera_humireducens,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
Thauera_sp,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera
Thermacetogenium_phaeum,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium
Thermaerobacter_marianensis,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,Thermaerobacter
Thermanaerovibrio_acidaminovorans,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermanaerovibrio
Thermincola_potens,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Thermincola
Thermoactinomycetaceae_bacterium,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoanaerobacteraceae,NA
Thermoanaerobacter_brockii,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_italicus,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_kivui,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_mathranii,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_pseudethanolicus,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_sp,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_tengcongensis,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacter_wiegelii,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacter
Thermoanaerobacterium_thermosaccharolyticum,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,NA,Thermoanaerobacterium
Thermoanaerobacterium_xylanolyticum,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,NA,Thermoanaerobacterium
Thermobacillus_composti,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Thermobacillus
Thermobaculum_terrenum,Bacteria,Terrabacteria,NA,NA,NA,Thermobaculum
Thermobifida_fusca,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Thermobifida
Thermobispora_bispora,Bacteria,Actinobacteria,Actinobacteria,NA,NA,Thermobispora
Thermococcus_barophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_barossii,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_celer,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_chitonophagus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_cleftensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_eurythermalis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_gammatolerans,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_gorgonarius,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_guaymasensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_kodakarensis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_litoralis,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_nautili,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_onnurineus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_pacificus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_paralvinellae,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_peptonophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_piezophilus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_profundus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_radiotolerans,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_sibiricus,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_siculi,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_sp,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermococcus_thioreducens,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus
Thermocrinis_albus,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis
Thermocrinis_ruber,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis
Thermodesulfatator_indicus,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator
Thermodesulfobacterium_commune,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Thermodesulfobacterium_geofontis,Bacteria,Thermodesulfobacteria,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium
Thermodesulfobium_acidiphilum,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium
Thermodesulfobium_narugense,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Thermodesulfobium
Thermodesulfovibrio_yellowstonii,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Thermodesulfovibrio
Thermofilum_carboxyditrophus,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
Thermofilum_pendens,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
Thermofilum_sp,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermofilaceae,Thermofilum
Thermogladius_cellulolyticus,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermogladius
Thermogutta_terrifontis,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Thermogutta
Thermomicrobium_roseum,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,Thermomicrobiaceae,Thermomicrobium
Thermomonospora_curvata,Bacteria,Actinobacteria,Actinobacteria,Streptosporangiales,Thermonosporaceae,Thermomonospora
Thermoplasma_acidophilum,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma
Thermoplasma_volcanium,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,Thermoplasmataceae,Thermoplasma
Thermoplasmatales_archaeon,Archaea,Euryarchaeota,Thermoplasmata,Thermoplasmatales,NA,NA
Thermoproteus_tenax,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus
Thermoproteus_uzoniensis,Archaea,Crenarchaeota,Thermoprotei,Thermoproteales,Thermoproteaceae,Thermoproteus
Thermosediminibacter_oceani,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,NA,Thermosediminibacter
Thermosipho_africanus,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho
Thermosipho_melanesiensis,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho
Thermosipho_sp,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho
Thermosphaera_aggregans,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Thermosphaera
Thermosulfidibacter_takaii,Bacteria,Aquificae,Aquificae,Aquificales,NA,Thermosulfidibacter
Thermosynechococcus_elongatus,Bacteria,Cyanbacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Thermosynechococcus
Thermosynechococcus_vulcanus,Bacteria,Cyanbacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Thermosynechococcus
Thermotoga_caldifontis,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_maritima,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_naphthophila,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_neapolitana,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_petrophila,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_profunda,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermotoga_sp,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga
Thermovibrio_ammonificans,Bacteria,Aquificae,Aquificae,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio
Thermovirga_lienii,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga
Thermus_aquaticus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_brockianus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_oshimai,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_parvatiensis,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_scotoductus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_sp,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
Thermus_thermophilus,Bacteria,Deinococcus-Thermus,Deinococci,Thermales,Thermaceae,Thermus
